ID	Name
OBT:000597	drinking water facility
OBT:001080	drinking water filter
OBT:001081	drinking water reservoir
OBT:001082	drinking water supply
OBT:002978	drinking water system
OBT:002900	drinking water treatment plant
OBT:001531	drosophila
OBT:002324	Drosophila melanogaster
OBT:000261	drug
OBT:000598	drug resistant
OBT:000599	drug sensitive
OBT:000600	drug tolerant
OBT:001532	dry forest humus
OBT:003195	dry sausage
OBT:002426	dry soil
OBT:003316	duck
OBT:002009	duck egg
OBT:002427	duck meat
OBT:002901	dumpster
OBT:000601	dune soil
OBT:001533	duodenal ulcer
OBT:001534	duodenum
OBT:002010	durian and primary derivative thereof
OBT:002428	durian as food
OBT:000262	durotactic
OBT:002701	durum wheat product
OBT:000263	dust
OBT:002902	dustbin
OBT:002979	dye textile wastewater
OBT:000602	ear
OBT:000603	ear canal
OBT:000264	ear part
OBT:001083	ear thermometer
OBT:000604	ear wax
OBT:000605	earring hole
OBT:000027	Earth
OBT:000606	earth
OBT:002011	earthworm-eating bird
OBT:000607	eating and drinking place
OBT:001084	eating utensil
OBT:001535	echinoderm and product thereof
OBT:003242	Éclair
OBT:000608	ectomycorrhizal fungus
OBT:000609	ectoparasite
OBT:000610	edible film
OBT:002980	edible oil and related product
OBT:001085	eel farm
OBT:002429	eel meat
OBT:000611	effluent
OBT:002981	egg
OBT:001086	egg and egg product
OBT:001536	egg based dish
OBT:002430	egg cell
OBT:000612	egg part
OBT:002012	egg sac
OBT:002013	egg sac part
OBT:001537	egg white
OBT:001538	egg yolk
OBT:002702	einkorn wheat product
OBT:001539	elbow
OBT:003285	elderly person
OBT:001540	electronics device industry
OBT:000265	electrotactic
OBT:003413	elk
OBT:002431	elk meat
OBT:001541	elkhorn coral
OBT:001542	elm
OBT:001543	embryo
OBT:002014	embryo
OBT:002015	embryo part
OBT:002432	embryonic axis
OBT:002433	embryonic axis part
OBT:002703	embryonic root
OBT:002704	embryonic root part
OBT:000613	embryonic structure
OBT:003140	emesis basin
OBT:003471	Emmental
OBT:002705	emmer wheat product
OBT:002434	emperor meat
OBT:001087	empyema
OBT:000614	encapsulated
OBT:001088	endodermis
OBT:000070	endolithic
OBT:000266	endolithic environment
OBT:000071	endolython
OBT:000615	endometrium
OBT:000616	endoparasite
OBT:000072	endopelic
OBT:000073	endopelon
OBT:000617	endophyte
OBT:000074	endophyton
OBT:000075	endopsammic
OBT:000076	endopsammon
OBT:002016	endosperm
OBT:000267	endosphere
OBT:002789	endothelium
OBT:000077	endozoon
OBT:000618	endozootic
OBT:002435	enriched bread
OBT:002017	enriched dough
OBT:002436	enriched soil
OBT:000268	enterocyte
OBT:000269	environment water
OBT:000078	environment wrt oxygen level
OBT:000079	environmental matter
OBT:002018	environmental water with chemical property
OBT:002019	environmental water with physical property
OBT:001544	eosinophil
OBT:001089	epidermis
OBT:001090	epidermis part
OBT:000080	epilythic
OBT:000081	epilython
OBT:000082	epipelic
OBT:000083	epipelon
OBT:000084	epipsammic
OBT:000085	epipsammon
OBT:000619	epithelial layer
OBT:001091	epithelium
OBT:000086	epixylic
OBT:000087	epixylon
OBT:000088	epizoon
OBT:000620	epizootic
OBT:003503	Epoisses
OBT:002020	equine meat
OBT:002437	erythrocyte
OBT:002790	erythromycin resistant
OBT:002438	escarole
OBT:002021	escarole and related product
OBT:002791	eschar
OBT:002706	estuarine sediment
OBT:001092	estuary
OBT:002792	ethambutol resistant
OBT:001545	eucalyptus tree
OBT:000089	eukaryote host
OBT:003123	Euprymna scolopes
OBT:002439	eutrophic water
OBT:001093	evaporator
OBT:003566	ewe
OBT:002022	ewe milk
OBT:000621	excavation
OBT:000622	excreta
OBT:000270	exoskeleton
OBT:000271	exosphere
OBT:000007	experimental medium
OBT:003489	extra hard cheese
OBT:000274	extracellular
OBT:000624	extractive industrial site
OBT:001094	extractive industry equipment
OBT:000272	extra-genital
OBT:000273	extra-intestinal
OBT:000623	extra-uterus
OBT:003286	extreme acid mine drainage
OBT:002982	extreme cold resistant
OBT:002440	extreme cold sensitive
OBT:002441	extreme cold tolerant
OBT:000090	extreme environment
OBT:001095	extreme halophile
OBT:002983	extreme heat resistant
OBT:002442	extreme heat sensitive
OBT:002443	extreme heat tolerant
OBT:000625	extreme high temperature environment
OBT:000275	extreme thermophile
OBT:000626	extremely acid environment
OBT:000276	extremely acidophilic
OBT:000627	eye
OBT:000277	eye part
OBT:001096	facial tissue
OBT:001097	factory
OBT:000278	facultative aerobe
OBT:000279	facultative anaerobe
OBT:001098	facultative chemo lithotroph
OBT:003560	faisselle
OBT:000091	farm
OBT:002903	farmed fish
OBT:002023	farmed fish meat
OBT:003317	farmer
OBT:003141	farmyard manure
OBT:001099	fast food restaurant
OBT:001100	fat body
OBT:002707	faucet handle
OBT:001101	feather pillow
OBT:001102	feces
OBT:000280	feeder cell
OBT:001103	female animal
OBT:003196	female tsetse fly
OBT:001104	fen
OBT:002444	fennel
OBT:002024	fennel and related product
OBT:003287	fenugreek
OBT:002025	fermentation vat
OBT:001105	fermentative
OBT:003142	fermented beet
OBT:003343	fermented beverage
OBT:003143	fermented butter
OBT:003600	fermented cabbage juice
OBT:003144	fermented cereal-based product
OBT:003381	fermented cheese
OBT:003592	fermented cottage cheese
OBT:003093	fermented dairy product
OBT:003414	fermented dough
OBT:003555	fermented dry sausage
OBT:003597	fermented Elaeis Palm sap
OBT:003145	fermented fish product
OBT:001546	fermented food
OBT:003556	fermented fresh cheese
OBT:003344	fermented fruit
OBT:003596	fermented juice
OBT:003046	fermented liquid
OBT:003094	fermented meat
OBT:003146	fermented milk
OBT:003047	fermented plant-based food
OBT:003095	fermented seafood
OBT:003147	fermented shrimp paste
OBT:003355	fermented soybean
OBT:003573	fermented table olive
OBT:003533	fermented tea leaf
OBT:003096	fermented vegetable product
OBT:002026	ferret
OBT:002984	ferrous iron oxidizing
OBT:003148	fertilized soil
OBT:000281	fertilizer
OBT:003448	feta
OBT:000092	field
OBT:002445	field soil
OBT:002027	fig and primary derivative thereof
OBT:002446	fig as food
OBT:000629	filamentous
OBT:000628	filament-shaped
OBT:002028	filarial nematode
OBT:001547	fillet
OBT:003197	Filmjölk
OBT:002447	filtered tap water
OBT:003415	final sourdough
OBT:002448	finch
OBT:000282	finger
OBT:002029	fir tree
OBT:002793	fish
OBT:001548	fish based dish
OBT:000630	fish farm
OBT:002030	fish farming pond
OBT:000631	fish meal
OBT:001549	fish meat and fish meat product
OBT:000283	fish pen
OBT:000093	fish pond
OBT:003149	fish roe and product thereof
OBT:002031	fish sashimi
OBT:001550	fish soup
OBT:003150	fish waste
OBT:002032	fish-eating bird
OBT:003198	fjord water
OBT:000284	flagellum
OBT:003199	flatfish-Sikhae
OBT:002449	flavoured water
OBT:003416	flax milk
OBT:002033	flaxseed
OBT:001551	flaxseed and primary derivative thereof
OBT:003382	flaxseed beverage
OBT:002034	flea
OBT:000285	flesh
OBT:000286	flocculent
OBT:002794	flooded soil
OBT:002035	flor
OBT:002450	flouder meat
OBT:001552	flour
OBT:002904	flower
OBT:001106	flower part
OBT:002795	flowing water
OBT:000632	fluffy colony
OBT:001107	fluorescent pigmented
OBT:002036	fluvial dambo
OBT:001553	fly
OBT:002037	foie gras
OBT:002038	folivorous bird
OBT:003472	Fontina
OBT:000008	food
OBT:001554	food blender
OBT:001108	food booth
OBT:001109	food cart
OBT:001110	food container
OBT:001555	food dicing machine
OBT:001556	food fermentation equipment
OBT:002039	food fermentation industry
OBT:001111	food flavour
OBT:000094	food for human
OBT:000633	food for particular diet
OBT:001112	food processing appliance
OBT:001113	food processing effluent
OBT:001557	food processing factory
OBT:001558	food processing waste
OBT:002796	food processing wastewater
OBT:001114	food rind
OBT:001559	food slicing machine
OBT:001115	food truck
OBT:001116	foot
OBT:002451	footwarm bath
OBT:000287	forage
OBT:001117	foregut
OBT:001118	forehead thermometer
OBT:001119	forest
OBT:001120	forest humus
OBT:003417	forest musk deer
OBT:002452	forest pond sediment
OBT:000634	forest soil
OBT:001561	forest tree
OBT:001560	fore-stomach
OBT:002040	fork as utensil
OBT:003473	Formaggio di Fossa
OBT:003288	formula fed infant
OBT:001562	fossil stromatolite
OBT:002041	fowl
OBT:003048	fox
OBT:002708	fracture water
OBT:000288	free-living
OBT:000635	free-living diazotroph
OBT:000636	freezer
OBT:002985	freeze-thaw resistant
OBT:002453	freeze-thaw sensitive
OBT:002454	freeze-thaw tolerant
OBT:000289	freight transport equipment
OBT:003557	French dry sausage
OBT:002042	fresh animal manure
OBT:002043	fresh cheese
OBT:003049	fresh meat
OBT:002044	fresh pasta
OBT:002455	freshwater
OBT:000637	freshwater aquarium
OBT:002456	freshwater bream meat
OBT:002905	freshwater fish
OBT:002045	freshwater fish meat
OBT:003050	freshwater hotspring
OBT:003200	freshwater lake
OBT:003051	freshwater marsh
OBT:001563	freshwater mud
OBT:002046	freshwater sediment
OBT:001121	freshwater wetland
OBT:002047	fried food
OBT:002048	fried rice
OBT:002049	frikadeller
OBT:003052	frog
OBT:002457	frog leg
OBT:002050	frog product
OBT:003561	fromage blanc
OBT:001564	frozen food
OBT:002458	frozen soil
OBT:003449	frozen yogurt
OBT:002906	fruit
OBT:001122	fruit and primary derivative thereof
OBT:001565	fruit based dish
OBT:003534	fruit based juice
OBT:002051	fruit fly
OBT:001123	fruit part
OBT:001566	fruit rind
OBT:002052	fruit salad
OBT:002053	fruit smoothie
OBT:001567	fruit tree
OBT:001568	fruit with edible peel and primary derivative thereof
OBT:001569	fruit with inedible peel and primary derivative thereof
OBT:002054	fruit-eating bird
OBT:001570	fruiting vegetable
OBT:001571	fuel ethanol production facility
OBT:001572	fuel oil piping system
OBT:003562	fuet
OBT:000290	fungi
OBT:001573	fungi and related product
OBT:002055	fungi as food
OBT:001574	funicle
OBT:000291	furniture
OBT:003258	furuncle
OBT:001124	furuncle fluid
OBT:003540	Fuzhuan brick tea
OBT:000638	gall bladder
OBT:002056	game bird meat
OBT:002057	game mammal meat
OBT:002459	gamefowl
OBT:000292	garden
OBT:003097	garden lettuce
OBT:001125	garden plant
OBT:000639	garden soil
OBT:001126	garden vegetable and primary derivative thereof
OBT:002058	garlic and related product
OBT:002460	garlic as food
OBT:003535	garlic oil
OBT:003151	garlic plant
OBT:001575	gas piping system
OBT:001127	gas seep
OBT:001576	gas tank
OBT:000640	gastric acid
OBT:001128	gastric antrum
OBT:001129	gastric body
OBT:001577	gastric mucosa
OBT:000641	gastrointestinal tract
OBT:000642	gastrointestinal tract part
OBT:001578	gazpacho
OBT:002059	geese egg
OBT:001130	gelatine as ingredient
OBT:003152	gelato
OBT:000643	genital tract
OBT:002797	gentamicin resistant
OBT:002798	gentamicin sensitive
OBT:002799	geothermal aquifer
OBT:000293	geothermal area
OBT:001579	geothermal lake
OBT:000294	germ cell
OBT:001580	geyser
OBT:002461	gherkin
OBT:002060	gherkin and related product
OBT:000644	gill
OBT:003201	ginger
OBT:002061	ginger and related product
OBT:000645	gingival crevice
OBT:000646	gingival lesion
OBT:001581	gingival sulcus
OBT:002800	ginseng plant
OBT:003259	girl
OBT:001582	gizzard
OBT:002709	glacier
OBT:003202	glassy rim of the pillow basalt
OBT:001583	glassy rind of lava
OBT:002062	glassy rind of seafloor basalt
OBT:000647	glial cell
OBT:000295	gliding
OBT:000470	Glomus vesiculiferum
OBT:003177	Glossina
OBT:002462	gluten-free bread
OBT:002801	glycopeptide antibiotics resistant
OBT:002063	gnocchi
OBT:003490	goat
OBT:002064	goat meat
OBT:002065	goat milk
OBT:001584	gold mine
OBT:003289	gold mine wastewater
OBT:001131	golden pigmented
OBT:003318	goose
OBT:002463	goose meat
OBT:003504	Gorgonzola
OBT:003474	Gouda
OBT:003053	goulash
OBT:002710	graft recipient
OBT:001132	grain and primary derivative thereof
OBT:003054	grain based drink
OBT:000296	gram stain phenotype
OBT:000648	gram-negative
OBT:000649	gram-positive
OBT:000650	gram-variable
OBT:003153	granita
OBT:000651	granite stone
OBT:001133	granitic rock
OBT:002802	granitic rock aquifer
OBT:000297	granular
OBT:003475	Granular
OBT:001134	granulocyte
OBT:000298	granuloma
OBT:002986	grape
OBT:002066	grape and primary derivative thereof
OBT:003583	grape juice
OBT:002464	grape leaf
OBT:002067	grape leaf and related product
OBT:000652	grape-like clustered
OBT:002803	grapevine
OBT:001135	grass plant
OBT:001136	grass silage
OBT:000299	grassland
OBT:002907	gravel aquifer
OBT:000300	gravitactic
OBT:003558	Greek sausage
OBT:000653	green forage
OBT:001137	green pigmented
OBT:001585	green tea leaf
OBT:000095	greenhouse
OBT:002465	greenhouse soil
OBT:002068	griddled food
OBT:002069	grilled food
OBT:001586	grocery
OBT:000654	groin
OBT:002466	ground beef
OBT:001138	ground food
OBT:002467	ground water
OBT:002468	groundwater body
OBT:000655	growing plant
OBT:003476	Gruyère
OBT:003356	guacamole
OBT:001587	guano
OBT:001139	guar gum
OBT:003290	guar plant
OBT:003505	Gubbeen
OBT:002469	guinea fowl meat
OBT:002470	guinea pig
OBT:002070	gum drop
OBT:003098	gum margin
OBT:003055	gum tissue
OBT:003124	Gundruk
OBT:001140	gut
OBT:000009	habitat wrt chemico-physical property
OBT:002471	haddock meat
OBT:002908	hagfish
OBT:000301	hair
OBT:001141	hairspray
OBT:002472	hake meat
OBT:002473	halibut meat
OBT:000302	haline environment
OBT:000656	halophile
OBT:000657	halophobe
OBT:002711	halotolerant
OBT:002474	ham
OBT:002071	hamburger
OBT:001588	hamburger meat
OBT:002475	hamster
OBT:001589	hand
OBT:003506	Hand cheese
OBT:000658	handkerchief
OBT:000096	haploid
OBT:000659	harbor
OBT:003450	hard cheese
OBT:002072	hard tick
OBT:003056	hare
OBT:002476	hare meat
OBT:000660	harvesting tool
OBT:000303	hatchery
OBT:002073	hay
OBT:002074	hazelnut
OBT:001590	hazelnut and primary derivative thereof
OBT:003357	hazelnut beverage
OBT:003383	hazelnut milk
OBT:001142	head
OBT:002477	head cabbage
OBT:002075	head cabbage and related product
OBT:000661	head kidney
OBT:002712	healthy person
OBT:002713	heart
OBT:000662	heart valve
OBT:001591	heartwood
OBT:002909	heat exchanger
OBT:002987	heat resistant
OBT:002478	heat sensitive
OBT:002479	heat stressed soil
OBT:002480	heat tolerant
OBT:001592	heat-preserved food
OBT:003203	heavy metal contaminated soil
OBT:000663	hemodialysis machine
OBT:000664	hemolymph
OBT:000304	hemolytic
OBT:003418	hemp milk
OBT:002076	hemp seed
OBT:001593	hemp seed and primary derivative thereof
OBT:003384	hempseed beverage
OBT:003319	hen
OBT:002077	hen egg
OBT:003204	herbicide enriched soil
OBT:002078	herbivore
OBT:002481	herring emat
OBT:000305	heterothallic
OBT:000665	heterotroph
OBT:000666	high chair tray
OBT:000306	high osmolarity environment
OBT:000307	high pressure environment
OBT:002079	high pressure treated food
OBT:000667	high salt concentration environment
OBT:000308	high sulfur concentration environment
OBT:000309	high temperature environment
OBT:001594	high temperature oil field
OBT:002988	high-level radioactive sediment
OBT:000668	highly acid environment
OBT:003260	highly alkaline saline soda lake
OBT:002482	hilum
OBT:001143	hindgut
OBT:001144	hip bone
OBT:001595	holoplankton
OBT:000669	home drainage system
OBT:000670	home food processing equipment
OBT:000671	home heating system
OBT:002804	home plumbing
OBT:001145	home-made food
OBT:000310	homothallic
OBT:001596	honey
OBT:001146	honey and apiculture product
OBT:002080	honey bee
OBT:001147	hoof
OBT:003205	hopped wort
OBT:003320	horse
OBT:003154	horse manure
OBT:002483	horseradish
OBT:002081	horseradish and related product
OBT:001148	horticultural waste
OBT:000311	horticulture farm
OBT:002714	hospital
OBT:002484	hospital bed
OBT:002989	hospital drinking water
OBT:000097	hospital environment
OBT:002082	hospital equipment
OBT:000672	hospital gown
OBT:000673	hospital hot water
OBT:003155	hospital humidifier
OBT:002485	hospital nebulizer
OBT:003358	hospital tap water
OBT:000312	hospital water
OBT:002715	hospital water distribution system
OBT:002486	hospital water supply
OBT:000313	host associated biofilm
OBT:001597	hot dog
OBT:001598	hot drink
OBT:001599	hot mud
OBT:000674	hot spring biomat
OBT:002487	hot tap water
OBT:002805	hot water distribution system
OBT:001149	hot water tank
OBT:000675	hotel
OBT:001150	hotel bathroom
OBT:000676	hotel carpet
OBT:000314	hotel equipment
OBT:002990	hotspring
OBT:000315	house
OBT:000098	household good
OBT:000316	household product
OBT:000677	household waste
OBT:002488	human
OBT:001152	human appendix abscess
OBT:001151	human Bartholin abscess
OBT:000678	human body
OBT:002716	human body louse
OBT:002489	human filarial nematode
OBT:002717	human head louse
OBT:002490	human louse
OBT:002083	human milk
OBT:002806	human pathogen
OBT:001153	humidifier
OBT:000679	humus
OBT:000680	humus soil
OBT:003099	humus-rich acidic ash soil
OBT:001600	hydathode
OBT:003359	hydrocarbon contaminated soil
OBT:002991	hydrogen oxidizing
OBT:000317	hydrotactic
OBT:000318	hydrotelluric environment
OBT:002718	hydrothermal vent
OBT:002719	hydrothermal vent chimney
OBT:002491	hyper saline brine sediment
OBT:003261	hypersaline lake
OBT:001154	hypersaline microbial mat
OBT:002720	hypersaline water
OBT:000319	hyperthermophile
OBT:000099	hyphae growth
OBT:002721	hypocotyl
OBT:000681	ice
OBT:003100	ice cream
OBT:002084	ice tea
OBT:002085	ice-cream factory
OBT:003057	iguana
OBT:001601	ileum
OBT:003156	ill person
OBT:003101	illuminated anoxic zone of aquatic environment
OBT:000320	immune cell
OBT:000321	immune system
OBT:003206	immunodeficient person
OBT:001155	incontinence pad
OBT:001156	indigo pigmented
OBT:000682	indoor air
OBT:002086	industrial bakery
OBT:000683	industrial building
OBT:000322	industrial chemical
OBT:002807	industrial effluent treatment plant
OBT:000684	industrial equipment
OBT:000100	industrial habitat
OBT:001157	industrial organic waste
OBT:000323	industrial product
OBT:001158	industrial scrap
OBT:000324	industrial site
OBT:001159	industrial sludge
OBT:000685	industrial waste
OBT:003262	industrial waste water treatment plant
OBT:002808	industrial wastewater
OBT:000325	industrial water and effluent
OBT:001160	indwelling urinary catheter
OBT:003263	infant
OBT:001161	infant formula
OBT:001162	ingredient for hot drink
OBT:000326	inland water body
OBT:003291	inmate
OBT:000686	innate immune system
OBT:000687	inner ear
OBT:002910	inorganically contaminated sediment
OBT:001163	insect
OBT:000688	insect part
OBT:002809	insect pathogen
OBT:002087	insect product
OBT:003207	insecticide enriched soil
OBT:000327	inside the body
OBT:002088	integument
OBT:000328	intensive care unit
OBT:000101	intercellular
OBT:000689	interstitial fluid
OBT:001854	Intertidal sand
OBT:002722	intertidal sediment
OBT:000690	intertidal zone
OBT:000691	intestinal content
OBT:002992	intestinal epithelium
OBT:002993	intestinal mucosa
OBT:000471	Intestinal mucosal lesion
OBT:002810	intestine
OBT:000329	intracellular
OBT:001602	intra-uterine progeny
OBT:000692	intra-uterus
OBT:000693	intravascular catheter
OBT:000694	invertebrate species
OBT:001603	ionised food
OBT:002492	ionizing radiation resistant
OBT:002493	ionizing radiation sensitive
OBT:002494	ionizing radiation tolerant
OBT:000102	iron-rich environment
OBT:001164	irrigation ditch
OBT:002811	isoniazid resistant
OBT:002495	jacuzzi
OBT:000695	jail
OBT:002089	jam
OBT:001604	jarred food
OBT:001605	jejunum
OBT:001165	jellyfish
OBT:001606	jellyfish and product thereof
OBT:001166	joint
OBT:001607	jointvetch
OBT:003058	juice
OBT:000696	jungle
OBT:002090	kaki and primary derivative thereof
OBT:002496	kaki as food
OBT:002497	kangaroo
OBT:003208	kazunoko
OBT:003102	kebab
OBT:003209	kefir
OBT:002911	kelp
OBT:001167	kerosene
OBT:002723	khorasan product
OBT:002724	kidney
OBT:003419	kimchi
OBT:002325	Kiri
OBT:000697	kitchen
OBT:000330	kitchen equipment
OBT:001168	kitchen garbage
OBT:000698	kitchen sink
OBT:000699	kitchen sponge
OBT:002994	kiwi
OBT:002091	kiwi and primary derivative thereof
OBT:002498	kiwi as food
OBT:001608	knee
OBT:002326	Kniekiechl
OBT:002092	knife
OBT:002093	kombu
OBT:002094	kombucha
OBT:003210	kumis
OBT:000028	L-( null )-tartrate enriched soil
OBT:001169	laboratory
OBT:000700	laboratory animal
OBT:000103	laboratory equipment
OBT:003211	laboratory mice
OBT:003212	laboratory rat
OBT:003420	laboratory sourdough
OBT:001170	lager yeast
OBT:003213	lagoon
OBT:003477	Laguiole
OBT:001171	lake
OBT:002499	lake sediment
OBT:003569	lamb
OBT:002095	lamb meat
OBT:000331	landfill
OBT:003385	landfill contaminated by PCB
OBT:002096	landfill leachate
OBT:001172	landfill site waste
OBT:002500	landfowl
OBT:003214	långfil
OBT:003507	Langres
OBT:003292	large intestine
OBT:001609	larvae
OBT:000701	laryngeal prosthetic device
OBT:002097	lasagna
OBT:001610	latex processing factory
OBT:000702	latrine
OBT:002501	laurel
OBT:002098	laurel and related product
OBT:002502	lavander
OBT:002099	lavander and related product
OBT:001173	leachate
OBT:002812	leaching column
OBT:001174	leaf
OBT:003059	leaf based drink
OBT:003060	leaf epidermis
OBT:002912	leaf litter
OBT:001611	leaf margin
OBT:001175	leaf part
OBT:001612	leafhopper
OBT:000703	leafy soil
OBT:001613	leafy vegetable
OBT:002100	lean dough
OBT:002503	leavened bread
OBT:003421	leavened dough
OBT:001614	leech
OBT:002504	leek
OBT:002101	leek and related product
OBT:003478	Leerdammer
OBT:002102	left arm
OBT:001176	leg
OBT:001615	legume based dish
OBT:003061	legume based drink
OBT:001177	legume seed and primary derivative thereof
OBT:001616	legume soup
OBT:002103	lemon and primary derivative thereof
OBT:002505	lemon as food
OBT:003584	lemon juice
OBT:000704	lentic water
OBT:000705	lentic water body
OBT:001178	lenticel
OBT:002104	lentil
OBT:001617	lentil and related product
OBT:001179	leopard
OBT:000332	lesion
OBT:002506	lettuce
OBT:002105	lettuce and related product
OBT:000706	leukocyte
OBT:000707	lichen
OBT:000104	lichen forming
OBT:003508	Liederkranz
OBT:000708	light organ
OBT:001180	lignocellulose
OBT:003509	Limburger
OBT:002106	lime and primary derivative thereof
OBT:002507	lime as food
OBT:001618	lime soap
OBT:000709	limestone
OBT:000710	lining
OBT:002913	lining of the small intestine
OBT:003062	lion
OBT:002107	liqueur
OBT:001181	liquid agricultural waste
OBT:000105	liquid culture morphology phenotype
OBT:002108	liquid egg mixed
OBT:001619	liquid egg product
OBT:002109	liquid egg white
OBT:002110	liquid egg yolk
OBT:000711	liquid food
OBT:000106	liquid medium
OBT:002111	litchi and primary derivative thereof
OBT:002508	litchi as food
OBT:000712	lithotroph
OBT:001620	litter
OBT:003510	Livarot
OBT:002725	liver
OBT:001182	liver abscess
OBT:003103	liver paste
OBT:002726	livestock
OBT:001621	livestock barn
OBT:003336	livestock boar
OBT:001183	livestock habitat
OBT:003104	livestock manure
OBT:000010	living organism
OBT:002112	lizard product
OBT:002113	lobster
OBT:002114	lobster and product thereof
OBT:002509	lobster as food
OBT:000713	lotic water body
OBT:002115	loukoumi
OBT:002116	louse
OBT:002510	louse-born
OBT:002511	low nutrient aquatic habitat
OBT:002117	low salinity mud flat sediment
OBT:003293	low temperature ground water
OBT:001184	lower gastrointestinal tract part
OBT:000333	lower layer of a microbial mat
OBT:000714	lower respiratory tract
OBT:000715	lucerne
OBT:001185	lumber
OBT:001186	lunch box
OBT:000716	lung
OBT:002118	lupin
OBT:001622	lupin and related product
OBT:003360	lupin beverage
OBT:003386	lupin milk
OBT:002119	lupin seed
OBT:000717	lymph
OBT:000718	lymph node
OBT:000719	lymphatic system
OBT:000334	lymphatic system part
OBT:001623	lymphocyte
OBT:001187	lynx
OBT:001188	lyophilized milk starter
OBT:000107	lytic
OBT:003574	mabisi
OBT:001189	machinery
OBT:003294	mackerel
OBT:002512	mackerel meat
OBT:002995	macrophage
OBT:000335	magnetotactic
OBT:002513	maize
OBT:002120	maize and primary derivative thereof
OBT:000720	maize feed
OBT:002914	maize plant
OBT:001190	maize silage
OBT:000721	maize storage
OBT:001191	malachite green effluent
OBT:001192	male animal
OBT:003215	malt
OBT:000722	malt feed
OBT:003567	malt vinegar
OBT:002813	malt vinegar brewery
OBT:001624	mammal meat
OBT:001625	mammalian
OBT:003295	mammalian livestock
OBT:000723	mammalian part
OBT:001193	mammary gland
OBT:003451	man
OBT:002121	mandarin and primary derivative thereof
OBT:002514	mandarin as food
OBT:002996	mango
OBT:002122	mango and primary derivative thereof
OBT:002515	mango as food
OBT:001626	manufacture
OBT:001627	manure
OBT:001194	manure compost
OBT:001628	maple tree
OBT:002123	mare milk
OBT:000336	mariculture farm
OBT:001629	marinated food
OBT:002915	marine and hypersaline microbial mat
OBT:002124	marine anoxic mud
OBT:002125	marine black mud
OBT:000337	marine cage
OBT:001195	marine coast
OBT:001630	marine crustacean
OBT:000338	marine environment
OBT:000724	marine eukaryotic species
OBT:003553	marine farm fish
OBT:003264	marine fish
OBT:002126	marine fish meat
OBT:000725	marine freight transport equipment
OBT:002516	marine marsh sediment
OBT:002814	marine microbial mat
OBT:001631	marine mud
OBT:001196	marine rock
OBT:002127	marine sediment
OBT:002997	marine sponge
OBT:002517	marine sulfidic sediment
OBT:003105	marine water
OBT:002815	marine wetland
OBT:001632	market garden plant
OBT:003511	Maroilles
OBT:001197	maroon pigmented
OBT:001198	marsh
OBT:002128	marshmallow
OBT:003216	masago
OBT:001199	mashed food
OBT:002998	mast cell
OBT:000172	MATa
OBT:000173	MATalpha
OBT:003217	matsoni
OBT:001633	mayonnaise
OBT:000339	meal
OBT:000340	meat and bone meal
OBT:001200	meat and meat product
OBT:001634	meat based dish
OBT:001635	meat hook
OBT:002129	meat industry
OBT:001636	meat juice
OBT:000726	meat meal
OBT:002130	meat patty
OBT:002131	meat sashimi
OBT:001637	meat soup
OBT:001638	meatball
OBT:003277	Medicago
OBT:000727	medical bed sheet
OBT:002518	medical center
OBT:000011	medical environment
OBT:000108	medical equipment
OBT:000728	medical glove
OBT:000729	medical mask
OBT:000341	medical outfit
OBT:000109	medical product
OBT:000110	medical sample
OBT:000342	medical sink
OBT:003321	medical staff
OBT:003387	meju
OBT:002999	melon
OBT:002132	melon and related product
OBT:002519	melon as food
OBT:002816	meltwater
OBT:000730	membrane
OBT:000731	meninges
OBT:003265	mercury-enriched soil
OBT:002133	merguez
OBT:001639	meringue
OBT:001201	meristem
OBT:001640	meromictic lake
OBT:001641	meroplankton
OBT:001642	mesenteric artery
OBT:001202	mesentery
OBT:001203	meso-halophile
OBT:000343	mesophile
OBT:000344	mesosphere
OBT:002520	mesotrophic water
OBT:003157	metal contaminated soil
OBT:002521	metal resistant
OBT:002522	metal sensitive
OBT:002523	metal tolerant
OBT:000345	metallic coin
OBT:000732	metaphytic
OBT:000111	metaphyton
OBT:003593	metata ayib
OBT:001643	methane seep
OBT:000733	methanogenic
OBT:000346	methanogenic reactor
OBT:001204	methanol oxidizing
OBT:001205	methanotroph
OBT:000734	methylotroph
OBT:002817	meticillin resistant
OBT:002818	meticillin sensitive
OBT:002819	meticillin tolerant
OBT:000347	microaerophile
OBT:000348	microaerophilic environment
OBT:000735	microaerotolerant
OBT:000736	microanaerobe
OBT:000001	microbial habitat
OBT:000737	microbial mat
OBT:000112	microbial mat layer
OBT:000002	microbial phenotype
OBT:000113	microflora
OBT:000114	microorganism
OBT:000012	microorganism associated habitat
OBT:000349	microorganism gas vesicle
OBT:000115	microorganism part
OBT:002134	micropyle
OBT:000116	microscopic morphological phenotype
OBT:000738	microwave oven
OBT:000740	middle ear
OBT:001206	midge
OBT:001207	midgut
OBT:002135	mid-ocean ridge basalt
OBT:001644	midrib
OBT:000739	mid-vaginal wall
OBT:003322	military service member
OBT:001645	milk
OBT:001208	milk and milk product
OBT:001646	milk chocolate
OBT:002136	milk product
OBT:002524	milk rice
OBT:000741	milking machine
OBT:002916	mill wastewater
OBT:001209	milled food
OBT:002525	millet
OBT:002137	millet and primary derivative thereof
OBT:001210	mine
OBT:001211	mine drainage
